Location,Indicator,Sector,Units,Scale,Measurement,2024,Source,Seasonally adjusted,Base year price,Base year index,Historical end,Date of last update,Source details,Additional source details,Contact email,Location code,Indicator code
Aggregate - United Kingdom,GVA by Sector,Manufacture of motor vehicles,GBP,millions 2023 prices,Level values,16022.22,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ29
Aggregate - United Kingdom,GVA by Sector,Manufacture of other non-metallic products,GBP,millions 2023 prices,Level values,6679.37,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ23
Aggregate - United Kingdom,GVA by Sector,Manufacture of other transport equipment,GBP,millions 2023 prices,Level values,14973.01,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ30
Aggregate - United Kingdom,GVA by Sector,Manufacture of paper & paper products,GBP,millions 2023 prices,Level values,4313.23,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ17
Aggregate - United Kingdom,GVA by Sector,Manufacture of rubber & plastic products,GBP,millions 2023 prices,Level values,9718.11,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ22
Aggregate - United Kingdom,GVA by Sector,Manufacture of textiles,GBP,millions 2023 prices,Level values,3573.55,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ13
Aggregate - United Kingdom,GVA by Sector,Manufacture of tobacco products,GBP,millions 2023 prices,Level values,4.12,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ12
Aggregate - United Kingdom,GVA by Sector,Manufacture of wearing apparel,GBP,millions 2023 prices,Level values,1766.03,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ14
Aggregate - United Kingdom,GVA by Sector,Manufacture of wood & wood products,GBP,millions 2023 prices,Level values,4316.46,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ16
Aggregate - United Kingdom,GVA by Sector,Manufacturing - Total,GBP,millions 2023 prices,Level values,226658.6,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQCC
Aggregate - United Kingdom,GVA by Sector,Mining and quarrying,GBP,millions 2023 prices,Level values,3462.74,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQBB
Aggregate - United Kingdom,GVA by Sector,Mining of coal & lignite,GBP,millions 2023 prices,Level values,9.95,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ05
Aggregate - United Kingdom,GVA by Sector,Mining of metal ores,GBP,millions 2023 prices,Level values,0,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ07
Aggregate - United Kingdom,GVA by Sector,Mining support service activities,GBP,millions 2023 prices,Level values,1647.14,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ09
Aggregate - United Kingdom,GVA by Sector,"Motion picture, video & television production",GBP,millions 2023 prices,Level values,15761.03,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ59
Aggregate - United Kingdom,GVA by Sector,Office administrative,GBP,millions 2023 prices,Level values,30057.56,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ82
Aggregate - United Kingdom,GVA by Sector,Other manufacturing,GBP,millions 2023 prices,Level values,5762.36,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ32
Aggregate - United Kingdom,GVA by Sector,Other mining & quarrying,GBP,millions 2023 prices,Level values,1766.76,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ08
Aggregate - United Kingdom,GVA by Sector,Other personal service activities,GBP,millions 2023 prices,Level values,28973.72,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ96
Aggregate - United Kingdom,GVA by Sector,"Other professional, scientific & technical",GBP,millions 2023 prices,Level values,13361.95,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ74
Aggregate - United Kingdom,GVA by Sector,Other service activities,GBP,millions 2023 prices,Level values,39943.15,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQSS
Aggregate - United Kingdom,GVA by Sector,Postal & courier activities,GBP,millions 2023 prices,Level values,13528.39,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ53
Aggregate - United Kingdom,GVA by Sector,Printing & reproduction of recorded media,GBP,millions 2023 prices,Level values,4409.64,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ18
Aggregate - United Kingdom,GVA by Sector,Education,GBP,millions 2023 prices,Level values,146173.2,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQPP
Aggregate - United Kingdom,GVA by Sector,"Professional, scientific and tech",GBP,millions 2023 prices,Level values,220643,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQMM
Aggregate - United Kingdom,GVA by Sector,Programming & broadcasting activities,GBP,millions 2023 prices,Level values,8256.77,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ60
Aggregate - United Kingdom,GVA by Sector,Public administration and defence,GBP,millions 2023 prices,Level values,127280.2,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ84
Aggregate - United Kingdom,GVA by Sector,Public administration and defence,GBP,millions 2023 prices,Level values,127280.2,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQOO
Aggregate - United Kingdom,GVA by Sector,Publishing activities,GBP,millions 2023 prices,Level values,14579.6,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ58
Aggregate - United Kingdom,GVA by Sector,Real estate,GBP,millions 2023 prices,Level values,349428.9,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ68
Aggregate - United Kingdom,GVA by Sector,Real estate activities,GBP,millions 2023 prices,Level values,349429,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQLL
Aggregate - United Kingdom,GVA by Sector,Remediation & other waste management ,GBP,millions 2023 prices,Level values,370.47,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ39
Aggregate - United Kingdom,GVA by Sector,Rental & leasing activities,GBP,millions 2023 prices,Level values,31747.4,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ77
Aggregate - United Kingdom,GVA by Sector,Repair & installation of machinery,GBP,millions 2023 prices,Level values,9984.63,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ33
Aggregate - United Kingdom,GVA by Sector,Repair of computers & personal goods,GBP,millions 2023 prices,Level values,2759.67,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ95
Aggregate - United Kingdom,GVA by Sector,Residential care,GBP,millions 2023 prices,Level values,31158.07,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ87
Aggregate - United Kingdom,GVA by Sector,Retail trade,GBP,millions 2023 prices,Level values,111485.7,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ47
Aggregate - United Kingdom,GVA by Sector,Scientific research & development,GBP,millions 2023 prices,Level values,27384.39,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ72
